#SAMPLE,R1 RAW READS,R2 RAW READS,TRIM INPUT READS,TRIM SURVIVING READS,TRIM SURVIVING READS %,INPUT READS,MAPPED READS (MQ10),MAPPED %,CHIMERIC %,MAPPED READS,DEDUPLICATED READS,DUPLICATES %,ON-TARGET,ON-TARGET 100BP PAD,ON-TARGET 500BP PAD,MEAN COVERAGE,MEDIAN COVERAGE,%_bases_above_10,%_bases_above_50,%_bases_above_100,%_bases_above_500
SRR1566899,81029407,81029407,81029407,78044207,96.30%,156088414,152193094,97.50%,0.69%,152193094,129008482,15.20%,65.20%,83.50%,89.60%,46.48,11,50.2,35.1,16.9,0.1
SRR1566901,122308523,122308523,122308523,111977139,91.50%,223954278,218526403,97.50%,0.87%,218526403,186270410,14.70%,65.10%,83.50%,89.60%,66.65,15,51.7,41.1,26.9,0.6
SRR1566903,96607923,96607923,96607923,92823901,96.00%,185647802,179714514,96.80%,0.53%,179714514,160094732,10.90%,52.10%,67.40%,74.50%,45.9,14,51.5,35.5,16.2,0.1
SRR1566906,94431804,94431804,94431804,90828453,96.10%,181656906,175902535,96.80%,0.73%,175902535,158169561,10.00%,53.70%,69.40%,76.40%,46.76,13,51.4,35.8,16.7,0.1
SRR1566908,99007205,99007205,99007205,95004143,95.90%,190008286,183575720,96.60%,0.56%,183575720,165304172,9.95%,50.20%,64.90%,72.00%,45.65,14,51.5,35.5,15.8,0.1
SRR1566910,96796907,96796907,96796907,92594537,95.60%,185189074,179329655,96.80%,0.57%,179329655,156704362,12.60%,51.20%,66.20%,73.30%,44.03,12,50.8,34.6,15.1,0
SRR1566912,84835658,84835658,84835658,80803129,95.20%,161606258,156192571,96.60%,0.54%,156192571,139979677,10.30%,49.50%,64.00%,70.80%,37.86,11,50.1,30.8,11.2,0
SRR1566914,93822002,93822002,93822002,89917766,95.80%,179835532,173635296,96.50%,0.70%,173635296,151631638,12.60%,48.60%,62.90%,70.10%,40.56,13,51.2,33.3,12.9,0
SRR1566916,87338434,87338434,87338434,83237989,95.30%,166475978,161042390,96.70%,0.38%,161042390,135675314,15.70%,50.50%,65.30%,71.90%,37.42,11,50,31.2,11.1,0
SRR1566918,81570568,81570568,81570568,76869329,94.20%,153738658,150121365,97.60%,0.42%,150121365,127983949,14.70%,65.80%,84.30%,89.90%,45.89,10,49.7,34.6,16.5,0.1
SRR1566920,140511093,140511093,140511093,133379127,94.90%,266758254,260065898,97.40%,0.42%,260065898,216628095,16.70%,66.20%,84.60%,89.70%,78.24,15,51.5,42.5,30.9,1.2
SRR1566924,104904059,104904059,104904059,100604960,95.90%,201209920,194097938,96.40%,0.44%,194097938,172773680,10.90%,47.90%,62.20%,69.00%,45.45,12,51,34.6,15.7,0.1
SRR1566926,107808217,107808217,107808217,104022606,96.40%,208045212,202610839,97.30%,0.48%,202610839,175399308,13.40%,62.60%,80.30%,86.10%,60.69,13,51.1,39.4,24.2,0.4
SRR1566928,99401764,99401764,99401764,94309205,94.80%,188618410,181967438,96.40%,0.59%,181967438,164084006,9.82%,48.10%,62.40%,69.60%,43.11,13,51.2,34,14.3,0
SRR1566931,173186116,173186116,173186116,165270632,95.40%,330541264,322823744,97.60%,0.72%,322823744,264004951,18.20%,66.10%,84.60%,91.60%,96.28,24,53.6,45.8,37.8,1.3
SRR1566933,53604313,53604313,53604313,51250580,95.60%,102501160,99984373,97.50%,0.33%,99984373,87402448,12.50%,64.40%,82.70%,89.40%,30.95,8,48.2,24.8,7.6,0
SRR1566935,123376685,123376685,123376685,117120590,94.90%,234241180,228222706,97.40%,0.27%,228222706,188582045,17.30%,65.90%,84.30%,89.80%,67.79,14,51.3,41,27.5,0.6
SRR1566938,133267733,133267733,133267733,127506848,95.60%,255013696,246594502,96.60%,0.35%,246594502,224850404,8.81%,48.80%,63.00%,69.90%,60.32,17,52.7,40.2,23.8,0.3
SRR1566941,103811518,103811518,103811518,100185573,96.50%,200371146,195196525,97.40%,0.30%,195196525,167850626,14.00%,66.20%,84.70%,90.20%,61.45,13,50.9,39.6,24.7,0.4
SRR1566943,94515614,94515614,94515614,91155140,96.40%,182310280,177718892,97.40%,0.47%,177718892,155076922,12.70%,66.20%,84.70%,90.30%,56.73,12,50.6,38.7,22.4,0.3
SRR1566947,123545421,123545421,123545421,119219875,96.40%,238439750,232390655,97.40%,0.27%,232390655,201962568,13.00%,65.20%,83.50%,89.20%,72.77,15,51.7,41.8,29.1,0.9
SRR1566951,118951978,118951978,118951978,113894237,95.70%,227788474,221608392,97.20%,0.36%,221608392,193374909,12.70%,61.70%,79.10%,85.50%,65.49,16,51.9,40.8,26.4,0.6
SRR1566953,115965720,115965720,115965720,112107457,96.60%,224214914,218502495,97.40%,0.21%,218502495,182756852,16.30%,64.10%,82.10%,88.00%,64.76,14,51.5,40.6,26,0.6
SRR1566955,123803435,123803435,123803435,117453209,94.80%,234906418,229078644,97.50%,0.38%,229078644,192939792,15.70%,66.10%,84.50%,89.90%,69.59,14,51.3,41.1,27.9,0.8
SRR1566957,109621192,109621192,109621192,105159640,95.90%,210319280,204698123,97.30%,0.50%,204698123,172655815,15.60%,62.50%,80.00%,86.00%,59.46,13,51.1,39.1,23.6,0.4
SRR1566959,110489240,110489240,110489240,105910722,95.80%,211821444,206266549,97.30%,0.24%,206266549,173022746,16.10%,65.20%,83.40%,89.30%,62.16,13,51.1,40,25,0.5
SRR1566961,120327080,120327080,120327080,115394116,95.90%,230788232,225021283,97.50%,0.19%,225021283,190102577,15.50%,64.50%,82.60%,88.50%,67.55,15,51.7,41,27.1,0.7
SRR1566963,57422181,57422181,57422181,54888917,95.50%,109777834,106949552,97.40%,0.36%,106949552,93563069,12.50%,64.70%,83.00%,89.40%,33.23,8,48.6,26.9,8.9,0
SRR1566965,77930604,77930604,77930604,75291392,96.60%,150582784,146797767,97.40%,0.28%,146797767,116956544,20.30%,63.70%,81.60%,87.50%,41.16,10,49.6,32.5,13.7,0
SRR1566967,105039413,105039413,105039413,101169442,96.30%,202338884,197152301,97.40%,2.14%,197152301,165892081,15.80%,63.50%,81.20%,87.10%,58.15,13,51,38.6,22.7,0.4
SRR1566969,106010314,106010314,106010314,102266049,96.40%,204532098,199215298,97.40%,0.47%,199215298,170139592,14.50%,63.80%,81.70%,88.00%,59.92,14,51.4,39.3,23.6,0.4
SRR1566971,131565599,131565599,131565599,125936705,95.70%,251873410,245583484,97.50%,0.27%,245583484,213117451,13.20%,64.10%,82.10%,88.20%,75.02,17,52.2,42.7,30.2,0.9
SRR1566973,82226289,82226289,82226289,78712205,95.70%,157424410,153535999,97.50%,0.33%,153535999,135164013,11.90%,65.10%,83.40%,89.50%,48.31,11,50.3,35.6,17.8,0.2
SRR1566975,111002754,111002754,111002754,106528266,95.90%,213056532,206205176,96.70%,0.61%,206205176,180324903,12.50%,53.30%,68.80%,75.30%,52.77,14,51.5,38,20.3,0.1
SRR1566977,81647923,81647923,81647923,78070170,95.60%,156140340,152164663,97.40%,0.36%,152164663,134415724,11.60%,64.80%,83.10%,89.60%,47.92,11,50.3,35.7,17.5,0.1
SRR1566979,119738722,119738722,119738722,114506890,95.60%,229013780,223122501,97.40%,0.39%,223122501,197392495,11.50%,64.70%,83.00%,89.40%,70.22,16,52,41.6,28.2,0.8
SRR1566981,106275825,106275825,106275825,101692565,95.60%,203385130,198128275,97.40%,0.47%,198128275,175241045,11.50%,64.70%,83.00%,89.60%,62.32,15,51.6,39.9,24.9,0.5
SRR1566985,101364690,101364690,101364690,98209133,96.80%,196418266,191118855,97.30%,1.32%,191118855,166264647,13.00%,63.60%,81.40%,87.60%,58.35,14,51.3,39.2,22.9,0.4
SRR1566987,118006076,118006076,118006076,111746666,94.60%,223493332,218119818,97.50%,0.22%,218119818,189302869,13.20%,65.80%,84.20%,90.10%,67.68,15,51.5,41.1,27.4,0.6
SRR1566989,103892116,103892116,103892116,97760684,94.00%,195521368,190694440,97.50%,0.49%,190694440,163172776,14.40%,65.70%,84.10%,89.80%,58.42,12,50.8,39.2,23.4,0.3
SRR1566991,110145663,110145663,110145663,105263408,95.50%,210526816,203654014,96.70%,0.18%,203654014,186285372,8.52%,49.00%,63.30%,69.90%,50.2,13,51.5,36.6,18.4,0.1
SRR1566993,110811365,110811365,110811365,104877412,94.60%,209754824,204847211,97.60%,0.23%,204847211,176791692,13.60%,65.50%,84.00%,89.90%,62.92,14,51.3,40.1,25.2,0.5
SRR1566995,128004576,128004576,128004576,122534820,95.70%,245069640,236653718,96.50%,0.52%,236653718,218708625,7.58%,47.60%,61.30%,67.40%,57.24,15,51.9,39,22,0.3
SRR1566999,79193917,79193917,79193917,75819218,95.70%,151638436,146826473,96.80%,0.31%,146826473,134794734,8.19%,52.70%,67.80%,74.40%,39.06,11,50,31.1,11.9,0
SRR1567001,79427043,79427043,79427043,75883639,95.50%,151767278,147119487,96.90%,0.27%,147119487,135220637,8.08%,52.30%,67.40%,74.10%,38.9,10,49.8,31.1,11.9,0
SRR1587204,96209958,96209958,96209958,91451986,95.00%,182903972,162829007,89.00%,0.17%,162829007,152388424,6.41%,57.00%,70.80%,81.40%,49.98,21,53.7,38.3,16.6,0.3
SRR1587206,75657297,75657297,75657297,71116346,93.90%,142232692,125854295,88.40%,0.10%,125854295,113913684,9.48%,58.30%,72.40%,81.10%,37.66,15,51.8,30.6,8.7,0.1
SRR1587208,93920803,93920803,93920803,89519006,95.30%,179038012,159645580,89.10%,0.16%,159645580,148890192,6.73%,59.40%,73.90%,84.20%,51.05,21,53.4,39.2,17.6,0.3
SRR1587210,121917169,121917169,121917169,114090615,93.50%,228181230,202667926,88.80%,0.15%,202667926,185094225,8.67%,56.30%,70.20%,80.00%,59.31,24,54,41.9,23.2,0.6
SRR1587213,93899492,93899492,93899492,83478852,88.90%,166957704,147194986,88.10%,0.07%,147194986,111949303,23.90%,66.10%,81.80%,91.60%,40.31,13,51,34.5,13,0.1
SRR1587215,94439643,94439643,94439643,88831481,94.00%,177662962,157187832,88.40%,0.08%,157187832,91020930,42.00%,64.60%,80.20%,91.80%,32.3,12,50.6,28.2,6.9,0
SRR1587217,139269612,139269612,139269612,131053014,94.10%,262106028,230874856,88.00%,0.09%,230874856,135133057,41.40%,63.90%,79.10%,90.20%,47.38,17,52.6,37.6,17.9,0.2
SRR1587219,108732881,108732881,108732881,101851862,93.60%,203703724,176291574,86.50%,0.62%,176291574,95632564,45.70%,55.70%,71.40%,81.90%,29.67,12,50.6,28.3,4.6,0
SRR1587221,117502075,117502075,117502075,110831416,94.30%,221662832,194508544,87.70%,0.08%,194508544,121321838,37.60%,64.20%,79.50%,89.50%,42.7,14,51.7,35.8,14.3,0.1
SRR1587223,107763417,107763417,107763417,95918995,89.00%,191837990,169716993,88.40%,0.08%,169716993,123268796,27.30%,67.30%,83.40%,93.70%,45.23,14,51.6,36.6,17,0.1
SRR2128485,105436191,105436191,105436191,100353545,95.10%,200707090,194919538,97.10%,0.66%,194919538,174815828,10.30%,56.20%,72.70%,79.20%,54.52,14,51.4,38.9,21.7,0.1
SRR2128487,112675828,112675828,112675828,106442981,94.40%,212885962,207071190,97.20%,0.64%,207071190,185213432,10.50%,55.70%,72.10%,78.90%,57.09,15,51.9,39.9,23.3,0.1
SRR2128489,88180352,88180352,88180352,84477041,95.80%,168954082,164247280,97.20%,0.99%,164247280,145774489,11.20%,56.60%,73.00%,79.40%,45.92,12,50.7,35.7,17,0
SRR2128491,120514534,120514534,120514534,113699277,94.30%,227398554,220810799,97.10%,0.87%,220810799,199807167,9.51%,52.30%,67.50%,74.50%,58.32,16,52.5,39.9,23.3,0.2
SRR2128493,125174548,125174548,125174548,117796451,94.10%,235592902,228502003,96.90%,0.59%,228502003,191478160,16.20%,55.10%,70.80%,77.10%,57.29,14,51.6,39,22.7,0.3
SRR2128495,120271685,120271685,120271685,113230901,94.10%,226461802,219496555,96.90%,0.69%,219496555,186269478,15.10%,54.60%,70.10%,76.30%,55.21,13,51.3,38.5,21.5,0.2
SRR2128497,97601636,97601636,97601636,92051388,94.30%,184102776,178860651,97.10%,0.64%,178860651,163101963,8.81%,55.90%,72.40%,79.40%,50.43,14,51.4,38,19.4,0
SRR2128499,93830183,93830183,93830183,88703389,94.50%,177406778,172477627,97.20%,0.59%,172477627,158822031,7.91%,55.40%,71.70%,78.50%,48.73,13,51,36.8,18.3,0.1
SRR2128501,111733239,111733239,111733239,98851192,88.40%,197702384,191779181,97.00%,0.54%,191779181,169614318,11.50%,55.80%,71.90%,78.50%,51.13,13,51.2,37.2,19.4,0.2
SRR2128503,93637085,93637085,93637085,82774906,88.30%,165549812,160536833,96.90%,0.53%,160536833,139270654,13.20%,56.30%,72.20%,78.30%,42.37,10,49.8,33.1,14.2,0.1
SRR2128505,138698531,138698531,138698531,123588076,89.10%,247176152,239014252,96.60%,0.55%,239014252,209039086,12.50%,49.90%,64.10%,70.30%,56.49,14,51.5,38.5,21.8,0.3
SRR2128507,104177923,104177923,104177923,92831936,89.10%,185663872,180128571,97.00%,0.72%,180128571,149745065,16.80%,56.70%,72.60%,78.50%,45.99,11,50.2,35.3,16.7,0
SRR2128509,112349874,112349874,112349874,104157252,92.70%,208314504,201582181,96.70%,0.54%,201582181,178876139,11.20%,51.60%,66.30%,72.50%,50.25,12,50.8,36.1,18.5,0.2
SRR2128511,99254110,99254110,99254110,91942122,92.60%,183884244,178780300,97.20%,0.59%,178780300,157872167,11.60%,58.30%,74.90%,81.10%,50.2,12,50.6,36.2,18.7,0.2
SRR2128513,114358508,114358508,114358508,105959692,92.60%,211919384,205009830,96.70%,0.94%,205009830,181645303,11.30%,53.10%,68.40%,74.70%,52.61,13,51.1,36.9,19.8,0.3
SRR2128515,113981084,113981084,113981084,105684046,92.70%,211368092,204424489,96.70%,0.68%,204424489,180043647,11.90%,52.20%,67.10%,73.30%,51.22,12,50.9,36.8,19.2,0.2
SRR2128517,124037681,124037681,124037681,101688317,81.90%,203376634,198371522,97.50%,0.99%,198371522,169812570,14.30%,67.00%,85.90%,91.70%,61.91,14,51.1,40.1,25.3,0.4
SRR2128519,107516512,107516512,107516512,98595711,91.70%,197191422,191083562,96.90%,0.97%,191083562,175775868,8.01%,53.80%,69.20%,75.30%,51.96,12,50.9,37.3,19.9,0.1
SRR2128521,102529747,102529747,102529747,96865593,94.40%,193731186,188043778,97.00%,0.81%,188043778,169762482,9.72%,54.50%,70.70%,77.70%,51.26,14,51.6,38.2,20,0
SRR2128523,96997650,96997650,96997650,91360053,94.10%,182720106,178028917,97.40%,0.90%,178028917,141150403,20.70%,66.10%,84.60%,90.70%,51.15,12,50.6,37.2,19.6,0.2
SRR2128525,87345056,87345056,87345056,76488829,87.50%,152977658,148559593,97.10%,0.45%,148559593,131195907,11.60%,56.40%,72.40%,78.10%,40.03,9,49,30.6,12.9,0.1
SRR2128527,77621134,77621134,77621134,67573483,87.00%,135146966,131782131,97.50%,0.41%,131782131,116167808,11.80%,64.50%,82.90%,88.90%,40.55,9,49,31.3,13.4,0.1
SRR2128529,76237050,76237050,76237050,66391816,87.00%,132783632,129547544,97.50%,0.35%,129547544,114836460,11.30%,64.80%,83.20%,89.20%,40.26,9,48.9,31,13.2,0.1
SRR2128531,133736158,133736158,133736158,110770553,82.80%,221541106,216187986,97.50%,0.71%,216187986,181609939,15.90%,65.20%,83.90%,90.70%,64.48,16,51.8,40.9,26.4,0.5
SRR2128534,112558525,112558525,112558525,106158949,94.30%,212317898,206269495,97.10%,0.81%,206269495,184329980,10.60%,54.90%,71.40%,78.60%,56.02,16,52.2,39.8,22.8,0.1
SRR2128536,122368476,122368476,122368476,104426967,85.30%,208853934,203190395,97.20%,3.31%,203190395,166545905,18.00%,64.80%,83.10%,88.90%,59.04,13,50.9,39.3,23.8,0.3
SRR2128538,95190550,95190550,95190550,83265032,87.40%,166530064,162053152,97.30%,0.43%,162053152,143731375,11.30%,59.40%,76.40%,82.40%,46.17,10,49.7,34,16.4,0.2
SRR2128540,96309644,96309644,96309644,91706753,95.20%,183413506,178110458,97.10%,0.64%,178110458,161699057,9.21%,54.70%,70.70%,77.30%,49.09,13,51,37.3,18.5,0
SRR2128542,120659402,120659402,120659402,102681526,85.10%,205363052,200002990,97.30%,3.11%,200002990,165657523,17.10%,64.60%,83.10%,89.50%,58.54,14,51.2,39.3,23.5,0.3
SRR2128544,108450221,108450221,108450221,102781433,94.70%,205562866,199252200,96.90%,0.86%,199252200,181538354,8.89%,51.70%,66.70%,73.40%,52.41,15,51.9,37.9,20,0.1
SRR2128546,141813433,141813433,141813433,120515105,84.90%,241030210,234599672,97.30%,3.01%,234599672,195182873,16.80%,64.60%,83.10%,89.40%,68.94,16,51.9,41.5,28,0.7
SRR2128548,108553616,108553616,108553616,95793223,88.20%,191586446,185926834,97.00%,0.80%,185926834,169503776,8.83%,55.00%,70.70%,76.60%,51.02,12,50.6,37.2,19.5,0.1
SRR2128550,96194258,96194258,96194258,90976184,94.50%,181952368,176731823,97.10%,0.68%,176731823,160993488,8.90%,55.10%,71.20%,77.80%,49.15,13,51.1,37.2,18.6,0
SRR2128552,92992167,92992167,92992167,87442466,94.00%,174884932,169874483,97.10%,0.54%,169874483,156662446,7.77%,56.10%,72.40%,78.50%,48.54,12,50.5,36.6,18.1,0.1
SRR2128554,74329898,74329898,74329898,69899840,94.00%,139799680,136236713,97.40%,0.62%,136236713,105193211,22.70%,66.20%,84.80%,90.70%,38.21,9,49,30.6,11.9,0
SRR2128556,87485996,87485996,87485996,83606745,95.50%,167213490,162466529,97.10%,0.17%,162466529,134880975,16.90%,54.20%,70.10%,76.50%,40.68,11,50.3,33.6,13.9,0
SRR2128558,93524878,93524878,93524878,90187541,96.40%,180375082,175098708,97.00%,0.65%,175098708,157832818,9.86%,54.20%,70.10%,76.80%,47.73,13,51.1,36.6,17.9,0
SRR2128560,104862371,104862371,104862371,95365351,90.90%,190730702,185778128,97.40%,0.74%,185778128,144918372,21.90%,65.80%,84.30%,90.10%,52.12,12,50.4,37.1,20,0.2
SRR2128562,62970492,62970492,62970492,59975124,95.20%,119950248,116359263,97.00%,0.64%,116359263,108919767,6.39%,53.60%,69.50%,76.40%,32.39,9,49.1,26.5,8.3,0
SRR2128564,104938464,104938464,104938464,87213720,83.10%,174427440,170227869,97.50%,0.89%,170227869,137244977,19.30%,66.40%,85.00%,90.50%,49.66,11,50.1,36.5,19,0.1
SRR2128566,115468698,115468698,115468698,109468811,94.80%,218937622,213127222,97.30%,1.03%,213127222,153497089,27.90%,63.70%,82.20%,89.70%,53.91,15,51.8,39,21.6,0.2
SRR2128568,114034798,114034798,114034798,103648363,90.80%,207296726,202014788,97.40%,0.88%,202014788,156355265,22.60%,65.10%,83.30%,89.20%,55.6,13,50.8,38.5,22,0.3
SRR2128570,105421623,105421623,105421623,101053157,95.80%,202106314,196087304,97.00%,0.97%,196087304,172792979,11.80%,55.70%,71.90%,78.50%,53.51,14,51.7,38.8,21.4,0
SRR2128572,104701212,104701212,104701212,98963445,94.50%,197926890,192459308,97.20%,0.57%,192459308,171625873,10.80%,56.80%,73.50%,80.10%,53.96,14,51.4,38.5,21.1,0.1
SRR2128574,93637579,93637579,93637579,89926806,96.00%,179853612,174765164,97.10%,0.18%,174765164,147954770,15.30%,54.80%,70.90%,77.40%,45.2,12,50.8,36,16.7,0
SRR2128577,104231213,104231213,104231213,99483887,95.40%,198967774,193184964,97.00%,0.93%,193184964,183038542,5.25%,53.00%,68.60%,75.20%,54.06,14,51.6,38.2,20.6,0.2
SRR2128581,128710663,128710663,128710663,106769729,82.90%,213539458,207748599,97.20%,3.89%,207748599,171407954,17.40%,64.70%,83.10%,89.10%,60.42,13,51,39.9,24.6,0.4
SRR2128583,112152047,112152047,112152047,101881511,90.80%,203763022,198656908,97.40%,0.76%,198656908,155669533,21.60%,65.70%,84.10%,90.00%,55.83,12,50.8,38.3,21.9,0.3
SRR2128585,127454104,127454104,127454104,105156873,82.50%,210313746,205388152,97.60%,0.94%,205388152,174704966,14.90%,67.50%,86.40%,91.80%,64.24,13,50.9,40.6,26.4,0.5
SRR2128587,99855258,99855258,99855258,95519856,95.60%,191039712,185642142,97.10%,0.18%,185642142,154942046,16.50%,54.30%,70.20%,76.60%,46.79,12,50.9,37.1,17.8,0
SRR2128589,70313953,70313953,70313953,67353743,95.70%,134707486,131038479,97.20%,0.21%,131038479,116488467,11.10%,57.00%,73.60%,79.90%,36.99,10,49.5,30.5,11.5,0
SRR2128592,92739685,92739685,92739685,68579836,73.90%,137159672,133282719,97.10%,0.85%,133282719,126263907,5.26%,54.80%,70.50%,76.30%,38.01,9,48.9,30.2,11.8,0
SRR2128594,133057878,133057878,133057878,108868407,81.80%,217736814,212507331,97.50%,0.64%,212507331,184655410,13.10%,66.10%,85.10%,91.60%,66.42,15,51.7,41.1,27.2,0.6
SRR2128596,82452035,82452035,82452035,77654318,94.10%,155308636,151419716,97.40%,0.85%,151419716,120759141,20.20%,66.00%,84.60%,90.70%,43.71,10,49.8,33.7,15.2,0.1
SRR2128598,117151676,117151676,117151676,97107550,82.80%,194215100,189222328,97.40%,3.93%,189222328,156136327,17.40%,64.60%,83.00%,89.10%,54.95,12,50.8,38.3,21.9,0.2
SRR2128600,101389811,101389811,101389811,97016997,95.60%,194033994,188723351,97.20%,0.90%,188723351,165878392,12.10%,55.90%,72.10%,78.50%,51.57,14,51.3,38,20.3,0
SRR2128602,115852504,115852504,115852504,109733147,94.70%,219466294,212559939,96.80%,0.81%,212559939,192193203,9.58%,51.00%,65.80%,72.80%,54.75,16,52.5,38.9,21.4,0.1
SRR2128604,95050995,95050995,95050995,86357945,90.80%,172715890,168344780,97.40%,0.73%,168344780,133602806,20.60%,65.80%,84.30%,90.30%,48.01,11,50.2,35.6,17.7,0.1
SRR2128606,99626086,99626086,99626086,90535414,90.80%,181070828,175788951,97.00%,0.90%,175788951,161639550,8.04%,53.90%,69.50%,75.70%,48.11,12,50.6,36,17.8,0.1
SRR2128608,104998028,104998028,104998028,99760813,95.00%,199521626,194558908,97.50%,1.01%,194558908,138276795,28.90%,64.80%,83.30%,90.20%,49.43,13,51.2,37.3,18.9,0.1
SRR2128610,99561808,99561808,99561808,90643650,91.00%,181287300,176016984,97.00%,0.74%,176016984,159743619,9.24%,54.20%,69.70%,75.50%,47.81,11,50.3,35.8,17.7,0.1
SRR2128612,142744332,142744332,142744332,135251141,94.70%,270502282,263309122,97.30%,0.89%,263309122,188387866,28.40%,63.90%,82.40%,89.70%,66.37,18,52.5,42,27.5,0.5
SRR2128614,125517807,125517807,125517807,119693585,95.30%,239387170,232284333,97.00%,0.68%,232284333,213820254,7.94%,53.40%,68.90%,75.40%,63.56,16,52.5,40.7,25.4,0.3
SRR2128616,130694766,130694766,130694766,123880196,94.70%,247760392,241006755,97.20%,1.05%,241006755,172964565,28.20%,63.50%,81.90%,89.20%,60.58,16,52.1,40.7,24.8,0.3
SRR2128618,102234398,102234398,102234398,96609863,94.40%,193219726,187745798,97.10%,0.61%,187745798,171410281,8.70%,55.40%,71.80%,78.50%,52.61,14,51.4,38.5,20.6,0.1
SRR2128620,113395646,113395646,113395646,107074802,94.40%,214149604,208197605,97.20%,0.59%,208197605,184947835,11.10%,55.20%,71.60%,78.60%,56.49,16,52.1,39.9,23.1,0.1
SRR2128622,107242126,107242126,107242126,100763495,93.90%,201526990,195820151,97.10%,0.55%,195820151,175576642,10.30%,55.20%,71.60%,78.30%,53.7,14,51.6,39.1,21.5,0.1
SRR2128625,93272152,93272152,93272152,87899764,94.20%,175799528,171027675,97.20%,0.83%,171027675,133057006,22.20%,66.10%,84.60%,90.60%,48.25,11,50.2,36.3,18,0.1
SRR2128627,120174585,120174585,120174585,114484286,95.20%,228968572,222336528,97.10%,0.85%,222336528,206026973,7.33%,53.80%,69.50%,76.30%,61.72,16,52.5,40.2,24.4,0.3
SRR2128629,95919177,95919177,95919177,90233753,94.00%,180467506,175322246,97.10%,0.60%,175322246,157694287,10.00%,54.80%,71.20%,78.20%,47.89,13,51.3,36.9,18,0
SRR2128631,82972678,82972678,82972678,79643714,95.90%,159287428,154872837,97.20%,0.20%,154872837,133996435,13.40%,55.00%,71.20%,77.80%,41.02,11,50.4,33.6,13.9,0
SRR2128633,112375682,112375682,112375682,97958849,87.10%,195917698,190393664,97.10%,0.86%,190393664,174030704,8.59%,54.20%,69.80%,75.60%,52.22,12,50.7,37.7,20.1,0.1
SRR2128635,109625710,109625710,109625710,100451143,91.60%,200902286,194448250,96.70%,0.73%,194448250,174321910,10.30%,53.50%,68.70%,74.60%,51.27,12,50.8,37.1,19.7,0.1
SRR2128637,103915609,103915609,103915609,90534988,87.10%,181069976,175810987,97.00%,0.68%,175810987,162613425,7.50%,54.80%,70.40%,76.20%,49.27,11,50.4,36.2,18.4,0.1
SRR2128639,101085795,101085795,101085795,95148889,94.10%,190297778,184790157,97.10%,0.59%,184790157,166718603,9.77%,55.00%,71.20%,78.00%,50.81,14,51.4,37.8,19.6,0.1
SRR2128641,99603708,99603708,99603708,90494811,90.80%,180989622,175795139,97.10%,0.75%,175795139,160372496,8.77%,55.50%,71.50%,77.50%,49.18,12,50.5,36.4,18.5,0.1
SRR2128643,116843601,116843601,116843601,107078416,91.60%,214156832,207555338,96.90%,0.83%,207555338,187621251,9.60%,53.80%,69.20%,75.30%,55.53,13,51.4,38.9,22,0.1
SRR2128646,101280920,101280920,101280920,95515476,94.30%,191030952,185703802,97.20%,0.37%,185703802,163181382,12.10%,53.30%,69.30%,76.60%,48.24,14,51.7,37.6,18.5,0
SRR2128648,116205477,116205477,116205477,102932163,88.50%,205864326,199776855,97.00%,0.68%,199776855,181931609,8.93%,55.90%,71.80%,77.30%,55.77,12,50.7,38.4,21.9,0.2
SRR2128650,96111508,96111508,96111508,92149974,95.80%,184299948,179079890,97.10%,0.84%,179079890,160150003,10.50%,54.70%,70.70%,77.50%,48.77,13,51.3,37.1,18.6,0
SRR2128652,109433836,109433836,109433836,96554137,88.20%,193108274,187290597,96.90%,0.83%,187290597,171336089,8.51%,54.20%,69.80%,75.90%,50.86,12,50.8,37,19.4,0.1
SRR2128654,108353155,108353155,108353155,102388275,94.40%,204776550,199107190,97.20%,0.51%,199107190,182347797,8.41%,55.20%,71.50%,78.10%,55.77,14,51.5,39.4,22.3,0.1
SRR2128656,133427875,133427875,133427875,125871561,94.30%,251743122,244429025,97.00%,0.90%,244429025,214371570,12.20%,52.50%,67.90%,74.80%,62.85,18,53.1,41.4,25.9,0.2
SRR2128658,119195276,119195276,119195276,105531546,88.50%,211063092,204849960,97.00%,0.71%,204849960,188089081,8.18%,53.70%,69.20%,75.30%,55.36,13,51.2,38.7,21.9,0.1
SRR2128660,101616858,101616858,101616858,95691045,94.10%,191382090,185785254,97.00%,0.50%,185785254,162795955,12.30%,54.50%,70.40%,76.80%,49.16,13,51.1,37.4,18.9,0
SRR2128662,108937258,108937258,108937258,99113861,90.90%,198227722,192861499,97.20%,0.75%,192861499,176394099,8.53%,56.00%,72.00%,77.80%,54.58,12,50.8,38.4,21.5,0.1
SRR2128664,98166207,98166207,98166207,89156031,90.80%,178312062,173170273,97.10%,0.72%,173170273,156977044,9.35%,54.00%,69.50%,75.30%,46.82,11,50.2,35.7,17.2,0
SRR2128666,111481498,111481498,111481498,97002398,87.00%,194004796,188553820,97.10%,0.57%,188553820,163749596,13.10%,54.60%,70.20%,76.00%,49.46,12,50.7,37,19.1,0
SRR2128668,102305853,102305853,102305853,97892758,95.60%,195785516,190067042,97.00%,0.96%,190067042,167692252,11.70%,53.20%,69.00%,76.00%,49.65,14,51.7,37.8,19.2,0
SRR2128670,69841797,69841797,69841797,65869079,94.30%,131738158,127858471,97.00%,0.79%,127858471,118392885,7.40%,53.10%,68.60%,75.50%,35.09,10,49.7,28.5,10,0
